iso3,category,subject,is_africa,grade_numeric,income_level,income_level_code,Region_Code,Region,n_readskill,n_numbskill,proficiency_rate,n,grade_stage,proficiency_loess_span1
GNB,second,numeracy,TRUE,6,Low income,LIC,UNICEF_WCA,West and Central Africa,14,14,17.8157252504209,14,Upper Primary (Grades 4-6),34.22325411809652
GNB,second,numeracy,TRUE,7,Low income,LIC,UNICEF_WCA,West and Central Africa,7,7,57.500862528202504,7,Lower Secondary (Grades 7-9),29.125306581864187
GNB,second,numeracy,TRUE,8,Low income,LIC,UNICEF_WCA,West and Central Africa,6,6,5.3103522298467905,6,Lower Secondary (Grades 7-9),17.754561732215656
GNB,second,numeracy,TRUE,9,Low income,LIC,UNICEF_WCA,West and Central Africa,1,1,0,1,Lower Secondary (Grades 7-9),-0.8602723300679427
GNB,second,reading,TRUE,1,Low income,LIC,UNICEF_WCA,West and Central Africa,174,174,0.547358384582149,174,Primary (Grades 1-3),2.4567250437490387
GNB,second,reading,TRUE,2,Low income,LIC,UNICEF_WCA,West and Central Africa,166,166,0,166,Primary (Grades 1-3),0.02626197157449528
GNB,second,reading,TRUE,3,Low income,LIC,UNICEF_WCA,West and Central Africa,83,83,10.0505000096149,83,Primary (Grades 1-3),2.9058146025614224
GNB,second,reading,TRUE,4,Low income,LIC,UNICEF_WCA,West and Central Africa,56,56,10.8094154292823,56,Upper Primary (Grades 4-6),11.514476752320785
GNB,second,reading,TRUE,5,Low income,LIC,UNICEF_WCA,West and Central Africa,34,34,23.3039106381423,34,Upper Primary (Grades 4-6),24.872204866779427
GNB,second,reading,TRUE,6,Low income,LIC,UNICEF_WCA,West and Central Africa,14,14,41.0912716904404,14,Upper Primary (Grades 4-6),56.585431465312176
GNB,second,reading,TRUE,7,Low income,LIC,UNICEF_WCA,West and Central Africa,7,7,91.3593355482603,7,Lower Secondary (Grades 7-9),64.98190870434391
GNB,second,reading,TRUE,8,Low income,LIC,UNICEF_WCA,West and Central Africa,6,6,100,6,Lower Secondary (Grades 7-9),56.812752337938335
GNB,second,reading,TRUE,9,Low income,LIC,UNICEF_WCA,West and Central Africa,1,1,0,1,Lower Secondary (Grades 7-9),30.93686450311845
GUY,All,numeracy,FALSE,1,High income,HIC,UNICEF_LAC,Latin America and Caribbean,21,21,24.6459063736702,21,Primary (Grades 1-3),23.1342891248976
GUY,All,numeracy,FALSE,2,High income,HIC,UNICEF_LAC,Latin America and Caribbean,177,177,33.9769553686189,177,Primary (Grades 1-3),39.6075345645189
GUY,All,numeracy,FALSE,3,High income,HIC,UNICEF_LAC,Latin America and Caribbean,226,226,58.4818798897085,226,Primary (Grades 1-3),52.0007749752554
GUY,All,numeracy,FALSE,4,High income,HIC,UNICEF_LAC,Latin America and Caribbean,215,215,60.378713135011196,215,Upper Primary (Grades 4-6),60.65183732496925
GUY,All,numeracy,FALSE,5,High income,HIC,UNICEF_LAC,Latin America and Caribbean,212,212,64.4802102820207,212,Upper Primary (Grades 4-6),64.71125588726787
GUY,All,numeracy,FALSE,6,High income,HIC,UNICEF_LAC,Latin America and Caribbean,239,239,64.3178519708854,239,Upper Primary (Grades 4-6),65.34765996469639
GUY,All,numeracy,FALSE,7,High income,HIC,UNICEF_LAC,Latin America and Caribbean,208,208,66.1662526552321,208,Lower Secondary (Grades 7-9),66.97697202660474
GUY,All,numeracy,FALSE,8,High income,HIC,UNICEF_LAC,Latin America and Caribbean,166,166,64.9476476848506,166,Lower Secondary (Grades 7-9),68.92212033117211
GUY,All,numeracy,FALSE,9,High income,HIC,UNICEF_LAC,Latin America and Caribbean,101,101,73.8794835452356,101,Lower Secondary (Grades 7-9),71.26988576618993
GUY,All,reading,FALSE,1,High income,HIC,UNICEF_LAC,Latin America and Caribbean,21,21,38.3692459010881,21,Primary (Grades 1-3),34.00708897569416
GUY,All,reading,FALSE,2,High income,HIC,UNICEF_LAC,Latin America and Caribbean,177,177,32.606872443563,177,Primary (Grades 1-3),44.10156455736857
GUY,All,reading,FALSE,3,High income,HIC,UNICEF_LAC,Latin America and Caribbean,226,226,57.7020957720607,226,Primary (Grades 1-3),51.79260596977565
GUY,All,reading,FALSE,4,High income,HIC,UNICEF_LAC,Latin America and Caribbean,215,215,65.9849134335341,215,Upper Primary (Grades 4-6),57.669481980571135
GUY,All,reading,FALSE,5,High income,HIC,UNICEF_LAC,Latin America and Caribbean,212,212,56.4475541575693,212,Upper Primary (Grades 4-6),60.797096017395155
GUY,All,reading,FALSE,6,High income,HIC,UNICEF_LAC,Latin America and Caribbean,239,239,58.2762389507545,239,Upper Primary (Grades 4-6),62.23890504619748
GUY,All,reading,FALSE,7,High income,HIC,UNICEF_LAC,Latin America and Caribbean,208,208,67.01404985519869,208,Lower Secondary (Grades 7-9),67.9616559827274
GUY,All,reading,FALSE,8,High income,HIC,UNICEF_LAC,Latin America and Caribbean,166,166,76.48450476480019,166,Lower Secondary (Grades 7-9),77.06792129087458
GUY,All,reading,FALSE,9,High income,HIC,UNICEF_LAC,Latin America and Caribbean,101,101,90.7583337343107,101,Lower Secondary (Grades 7-9),89.77400425131013
GUY,female,numeracy,FALSE,1,High income,HIC,UNICEF_LAC,Latin America and Caribbean,9,9,3.4697292156640303,9,Primary (Grades 1-3),8.14287538920724
GUY,female,numeracy,FALSE,2,High income,HIC,UNICEF_LAC,Latin America and Caribbean,90,90,43.3569313817556,90,Primary (Grades 1-3),36.53998438082717
GUY,female,numeracy,FALSE,3,High income,HIC,UNICEF_LAC,Latin America and Caribbean,109,109,60.4103153441098,109,Primary (Grades 1-3),56.92390072253737
GUY,female,numeracy,FALSE,4,High income,HIC,UNICEF_LAC,Latin America and Caribbean,124,124,66.4588344399551,124,Upper Primary (Grades 4-6),69.39585847763642
GUY,female,numeracy,FALSE,5,High income,HIC,UNICEF_LAC,Latin America and Caribbean,102,102,74.2295309955489,102,Upper Primary (Grades 4-6),72.89907524486242
GUY,female,numeracy,FALSE,6,High income,HIC,UNICEF_LAC,Latin America and Caribbean,131,131,74.6313107062316,131,Upper Primary (Grades 4-6),72.54627135129365
GUY,female,numeracy,FALSE,7,High income,HIC,UNICEF_LAC,Latin America and Caribbean,101,101,67.4958106468527,101,Lower Secondary (Grades 7-9),73.38987371844857
GUY,female,numeracy,FALSE,8,High income,HIC,UNICEF_LAC,Latin America and Caribbean,88,88,69.9197441708125,88,Lower Secondary (Grades 7-9),74.15958508990886
GUY,female,numeracy,FALSE,9,High income,HIC,UNICEF_LAC,Latin America and Caribbean,55,55,79.0003788562594,55,Lower Secondary (Grades 7-9),75.12434414483165
GUY,female,reading,FALSE,1,High income,HIC,UNICEF_LAC,Latin America and Caribbean,9,9,17.6842738427966,9,Primary (Grades 1-3),18.761690332302685
GUY,female,reading,FALSE,2,High income,HIC,UNICEF_LAC,Latin America and Caribbean,90,90,38.6882305060214,90,Primary (Grades 1-3),39.28156548376924
GUY,female,reading,FALSE,3,High income,HIC,UNICEF_LAC,Latin America and Caribbean,109,109,57.2489278419662,109,Primary (Grades 1-3),53.919455989431455
GUY,female,reading,FALSE,4,High income,HIC,UNICEF_LAC,Latin America and Caribbean,124,124,68.9264468323852,124,Upper Primary (Grades 4-6),63.06308981788128
GUY,female,reading,FALSE,5,High income,HIC,UNICEF_LAC,Latin America and Caribbean,102,102,64.4879044002034,102,Upper Primary (Grades 4-6),65.50443542175611
GUY,female,reading,FALSE,6,High income,HIC,UNICEF_LAC,Latin America and Caribbean,131,131,62.9852625214122,131,Upper Primary (Grades 4-6),66.61259527620714
GUY,female,reading,FALSE,7,High income,HIC,UNICEF_LAC,Latin America and Caribbean,101,101,66.6587738452299,101,Lower Secondary (Grades 7-9),72.4698906825802
GUY,female,reading,FALSE,8,High income,HIC,UNICEF_LAC,Latin America and Caribbean,88,88,83.3076361859369,88,Lower Secondary (Grades 7-9),81.62012990211835
GUY,female,reading,FALSE,9,High income,HIC,UNICEF_LAC,Latin America and Caribbean,55,55,95.4767158526719,55,Lower Secondary (Grades 7-9),94.53468573581486
GUY,fourth,numeracy,FALSE,1,High income,HIC,UNICEF_LAC,Latin America and Caribbean,2,2,0,2,Primary (Grades 1-3),6.103376799957353
GUY,fourth,numeracy,FALSE,2,High income,HIC,UNICEF_LAC,Latin America and Caribbean,27,27,43.0335972879877,27,Primary (Grades 1-3),35.2570475373128
GUY,fourth,numeracy,FALSE,3,High income,HIC,UNICEF_LAC,Latin America and Caribbean,30,30,60.374994306492205,30,Primary (Grades 1-3),55.28462216728535
GUY,fourth,numeracy,FALSE,4,High income,HIC,UNICEF_LAC,Latin America and Caribbean,36,36,69.26454912290751,36,Upper Primary (Grades 4-6),66.56268558359415
GUY,fourth,numeracy,FALSE,5,High income,HIC,UNICEF_LAC,Latin America and Caribbean,36,36,62.3011377154667,36,Upper Primary (Grades 4-6),67.40139198081407
GUY,fourth,numeracy,FALSE,6,High income,HIC,UNICEF_LAC,Latin America and Caribbean,22,22,69.920586607215,22,Upper Primary (Grades 4-6),68.17832210739783
GUY,fourth,numeracy,FALSE,7,High income,HIC,UNICEF_LAC,Latin America and Caribbean,23,23,63.009067840888896,23,Lower Secondary (Grades 7-9),66.59816461772165
GUY,fourth,numeracy,FALSE,8,High income,HIC,UNICEF_LAC,Latin America and Caribbean,27,27,69.0727535337219,27,Lower Secondary (Grades 7-9),62.32379701702322
GUY,fourth,numeracy,FALSE,9,High income,HIC,UNICEF_LAC,Latin America and Caribbean,15,15,52.451966140039,15,Lower Secondary (Grades 7-9),55.48541056745473
GUY,fourth,reading,FALSE,1,High income,HIC,UNICEF_LAC,Latin America and Caribbean,2,2,46.6389493662048,2,Primary (Grades 1-3),42.73851365086656
GUY,fourth,reading,FALSE,2,High income,HIC,UNICEF_LAC,Latin America and Caribbean,27,27,42.5033913112683,27,Primary (Grades 1-3),51.488803128255164
GUY,fourth,reading,FALSE,3,High income,HIC,UNICEF_LAC,Latin America and Caribbean,30,30,60.7206762770819,30,Primary (Grades 1-3),58.37751183825863
GUY,fourth,reading,FALSE,4,High income,HIC,UNICEF_LAC,Latin America and Caribbean,36,36,72.68814742827709,36,Upper Primary (Grades 4-6),63.77681808650028
GUY,fourth,reading,FALSE,5,High income,HIC,UNICEF_LAC,Latin America and Caribbean,36,36,58.686802995297306,36,Upper Primary (Grades 4-6),67.24309968220125
GUY,fourth,reading,FALSE,6,High income,HIC,UNICEF_LAC,Latin America and Caribbean,22,22,72.92983070597589,22,Upper Primary (Grades 4-6),67.2300066644519
GUY,fourth,reading,FALSE,7,High income,HIC,UNICEF_LAC,Latin America and Caribbean,23,23,63.1137560867542,23,Lower Secondary (Grades 7-9),72.73935974081324
GUY,fourth,reading,FALSE,8,High income,HIC,UNICEF_LAC,Latin America and Caribbean,27,27,81.5634435741144,27,Lower Secondary (Grades 7-9),81.93516059834518
GUY,fourth,reading,FALSE,9,High income,HIC,UNICEF_LAC,Latin America and Caribbean,15,15,97.6423885807302,15,Lower Secondary (Grades 7-9),95.19579451910649
GUY,male,numeracy,FALSE,1,High income,HIC,UNICEF_LAC,Latin America and Caribbean,12,12,60.421336059237994,12,Primary (Grades 1-3),49.628950679524785
GUY,male,numeracy,FALSE,2,High income,HIC,UNICEF_LAC,Latin America and Caribbean,87,87,24.8367664462946,87,Primary (Grades 1-3),47.752521941829755
GUY,male,numeracy,FALSE,3,High income,HIC,UNICEF_LAC,Latin America and Caribbean,117,117,56.247624100926096,117,Primary (Grades 1-3),47.957886338989226
GUY,male,numeracy,FALSE,4,High income,HIC,UNICEF_LAC,Latin America and Caribbean,91,91,53.4007214071807,91,Upper Primary (Grades 4-6),50.757617849214824
GUY,male,numeracy,FALSE,5,High income,HIC,UNICEF_LAC,Latin America and Caribbean,110,110,56.087810036692595,110,Upper Primary (Grades 4-6),56.00449517482069
GUY,male,numeracy,FALSE,6,High income,HIC,UNICEF_LAC,Latin America and Caribbean,108,108,51.419428061308004,108,Upper Primary (Grades 4-6),57.61148157640654
GUY,male,numeracy,FALSE,7,High income,HIC,UNICEF_LAC,Latin America and Caribbean,107,107,64.7245341277193,107,Lower Secondary (Grades 7-9),59.69790469002171
GUY,male,numeracy,FALSE,8,High income,HIC,UNICEF_LAC,Latin America and Caribbean,78,78,59.309485473200795,78,Lower Secondary (Grades 7-9),62.27801768962485
GUY,male,numeracy,FALSE,9,High income,HIC,UNICEF_LAC,Latin America and Caribbean,46,46,66.14539377441069,46,Lower Secondary (Grades 7-9),65.2794665510804
GUY,male,reading,FALSE,1,High income,HIC,UNICEF_LAC,Latin America and Caribbean,12,12,73.3148245056553,12,Primary (Grades 1-3),60.42687285289041
GUY,male,reading,FALSE,2,High income,HIC,UNICEF_LAC,Latin America and Caribbean,87,87,26.680976522579503,87,Primary (Grades 1-3),53.97095337338821
GUY,male,reading,FALSE,3,High income,HIC,UNICEF_LAC,Latin America and Caribbean,117,117,58.2271291968472,117,Primary (Grades 1-3),50.757531417465344
GUY,male,reading,FALSE,4,High income,HIC,UNICEF_LAC,Latin America and Caribbean,91,91,62.608994649211404,91,Upper Primary (Grades 4-6),51.523029524441675
GUY,male,reading,FALSE,5,High income,HIC,UNICEF_LAC,Latin America and Caribbean,110,110,49.526268118104696,110,Upper Primary (Grades 4-6),56.09337597430597
GUY,male,reading,FALSE,6,High income,HIC,UNICEF_LAC,Latin America and Caribbean,108,108,52.3869457685972,108,Upper Primary (Grades 4-6),57.785272844302284
GUY,male,reading,FALSE,7,High income,HIC,UNICEF_LAC,Latin America and Caribbean,107,107,67.39929668849301,107,Lower Secondary (Grades 7-9),62.94456772125172
GUY,male,reading,FALSE,8,High income,HIC,UNICEF_LAC,Latin America and Caribbean,78,78,68.74734160789279,78,Lower Secondary (Grades 7-9),71.30756308528501
GUY,male,reading,FALSE,9,High income,HIC,UNICEF_LAC,Latin America and Caribbean,46,46,83.63215976275869,46,Lower Secondary (Grades 7-9),82.83974286625943
GUY,middle,numeracy,FALSE,1,High income,HIC,UNICEF_LAC,Latin America and Caribbean,5,5,54.20940883342,5,Primary (Grades 1-3),43.07566791529904
GUY,middle,numeracy,FALSE,2,High income,HIC,UNICEF_LAC,Latin America and Caribbean,40,40,27.791829064398897,40,Primary (Grades 1-3),46.89393806675347
GUY,middle,numeracy,FALSE,3,High income,HIC,UNICEF_LAC,Latin America and Caribbean,35,35,50.7711634961731,35,Primary (Grades 1-3),52.870856405479174
GUY,middle,numeracy,FALSE,4,High income,HIC,UNICEF_LAC,Latin America and Caribbean,36,36,67.9603993346753,36,Upper Primary (Grades 4-6),61.06062029434965
GUY,middle,numeracy,FALSE,5,High income,HIC,UNICEF_LAC,Latin America and Caribbean,28,28,68.0144730582529,28,Upper Primary (Grades 4-6),72.80376045661289
GUY,middle,numeracy,FALSE,6,High income,HIC,UNICEF_LAC,Latin America and Caribbean,36,36,78.7315233656383,36,Upper Primary (Grades 4-6),76.80061444865763
GUY,middle,numeracy,FALSE,7,High income,HIC,UNICEF_LAC,Latin America and Caribbean,39,39,75.87790384849869,39,Lower Secondary (Grades 7-9),76.68254395046368
GUY,middle,numeracy,FALSE,8,High income,HIC,UNICEF_LAC,Latin America and Caribbean,24,24,72.964768180197,24,Lower Secondary (Grades 7-9),72.29286618713091
GUY,middle,numeracy,FALSE,9,High income,HIC,UNICEF_LAC,Latin America and Caribbean,18,18,63.3351334148095,18,Lower Secondary (Grades 7-9),63.622451392004955
GUY,middle,reading,FALSE,1,High income,HIC,UNICEF_LAC,Latin America and Caribbean,5,5,64.3634663763176,5,Primary (Grades 1-3),52.333508224773055
GUY,middle,reading,FALSE,2,High income,HIC,UNICEF_LAC,Latin America and Caribbean,40,40,31.3308023250081,40,Primary (Grades 1-3),54.15100965111117
GUY,middle,reading,FALSE,3,High income,HIC,UNICEF_LAC,Latin America and Caribbean,35,35,58.8023234585743,35,Primary (Grades 1-3),58.32379740549885
GUY,middle,reading,FALSE,4,High income,HIC,UNICEF_LAC,Latin America and Caribbean,36,36,79.2931952496296,36,Upper Primary (Grades 4-6),65.28019329111311
GUY,middle,reading,FALSE,5,High income,HIC,UNICEF_LAC,Latin America and Caribbean,28,28,63.64431486263899,28,Upper Primary (Grades 4-6),75.82311297596237
GUY,middle,reading,FALSE,6,High income,HIC,UNICEF_LAC,Latin America and Caribbean,36,36,82.6006918398008,36,Upper Primary (Grades 4-6),79.60804644471852
GUY,middle,reading,FALSE,7,High income,HIC,UNICEF_LAC,Latin America and Caribbean,39,39,85.1722758858197,39,Lower Secondary (Grades 7-9),84.17475563308749
GUY,middle,reading,FALSE,8,High income,HIC,UNICEF_LAC,Latin America and Caribbean,24,24,83.8473529552873,24,Lower Secondary (Grades 7-9),89.04816337087566
GUY,middle,reading,FALSE,9,High income,HIC,UNICEF_LAC,Latin America and Caribbean,18,18,96.7433388081722,18,Lower Secondary (Grades 7-9),94.13128083044674
GUY,poorest,numeracy,FALSE,1,High income,HIC,UNICEF_LAC,Latin America and Caribbean,8,8,16.4492852189012,8,Primary (Grades 1-3),10.889742123320111
GUY,poorest,numeracy,FALSE,2,High income,HIC,UNICEF_LAC,Latin America and Caribbean,53,53,12.776684078655101,53,Primary (Grades 1-3),24.93084108693169
GUY,poorest,numeracy,FALSE,3,High income,HIC,UNICEF_LAC,Latin America and Caribbean,86,86,43.1954243882876,86,Primary (Grades 1-3),36.512752389020676
GUY,poorest,numeracy,FALSE,4,High income,HIC,UNICEF_LAC,Latin America and Caribbean,80,80,41.2870439548653,80,Upper Primary (Grades 4-6),45.814266730368004
GUY,poorest,numeracy,FALSE,5,High income,HIC,UNICEF_LAC,Latin America and Caribbean,75,75,59.6449315162221,75,Upper Primary (Grades 4-6),52.321625616445246
GUY,poorest,numeracy,FALSE,6,High income,HIC,UNICEF_LAC,Latin America and Caribbean,110,110,51.0013995255366,110,Upper Primary (Grades 4-6),52.86623803884803
GUY,poorest,numeracy,FALSE,7,High income,HIC,UNICEF_LAC,Latin America and Caribbean,85,85,47.7490320833579,85,Lower Secondary (Grades 7-9),58.04857427445928
GUY,poorest,numeracy,FALSE,8,High income,HIC,UNICEF_LAC,Latin America and Caribbean,61,61,64.2729846151336,61,Lower Secondary (Grades 7-9),65.69259570700811
GUY,poorest,numeracy,FALSE,9,High income,HIC,UNICEF_LAC,Latin America and Caribbean,29,29,80.131350867607,29,Lower Secondary (Grades 7-9),76.41515629631559
GUY,poorest,reading,FALSE,1,High income,HIC,UNICEF_LAC,Latin America and Caribbean,8,8,6.3622066945761295,8,Primary (Grades 1-3),4.397923840773759
GUY,poorest,reading,FALSE,2,High income,HIC,UNICEF_LAC,Latin America and Caribbean,53,53,13.8085727639122,53,Primary (Grades 1-3),22.0687620016218
GUY,poorest,reading,FALSE,3,High income,HIC,UNICEF_LAC,Latin America and Caribbean,86,86,42.811301723967595,86,Primary (Grades 1-3),34.94619437184306
GUY,poorest,reading,FALSE,4,High income,HIC,UNICEF_LAC,Latin America and Caribbean,80,80,51.8221779160331,80,Upper Primary (Grades 4-6),43.72704393278413
GUY,poorest,reading,FALSE,5,High income,HIC,UNICEF_LAC,Latin America and Caribbean,75,75,42.3781901242945,75,Upper Primary (Grades 4-6),46.851245770958556
GUY,poorest,reading,FALSE,6,High income,HIC,UNICEF_LAC,Latin America and Caribbean,110,110,44.9193465077507,110,Upper Primary (Grades 4-6),49.55866600326854
GUY,poorest,reading,FALSE,7,High income,HIC,UNICEF_LAC,Latin America and Caribbean,85,85,54.0023035844322,85,Lower Secondary (Grades 7-9),55.928511148554705
GUY,poorest,reading,FALSE,8,High income,HIC,UNICEF_LAC,Latin America and Caribbean,61,61,68.4673814899009,61,Lower Secondary (Grades 7-9),65.06616475520197
GUY,poorest,reading,FALSE,9,High income,HIC,UNICEF_LAC,Latin America and Caribbean,29,29,76.2498520026922,29,Lower Secondary (Grades 7-9),77.25087114408248
GUY,richest,numeracy,FALSE,1,High income,HIC,UNICEF_LAC,Latin America and Caribbean,1,1,0,1,Primary (Grades 1-3),5.820009202325391
GUY,richest,numeracy,FALSE,2,High income,HIC,UNICEF_LAC,Latin America and Caribbean,29,29,43.9788458657736,29,Primary (Grades 1-3),37.8647859536385
GUY,richest,numeracy,FALSE,3,High income,HIC,UNICEF_LAC,Latin America and Caribbean,34,34,68.8917398653093,34,Primary (Grades 1-3),60.58906754781035
GUY,richest,numeracy,FALSE,4,High income,HIC,UNICEF_LAC,Latin America and Caribbean,29,29,73.5572784830965,29,Upper Primary (Grades 4-6),74.50528788363805
GUY,richest,numeracy,FALSE,5,High income,HIC,UNICEF_LAC,Latin America and Caribbean,30,30,79.6636981139579,30,Upper Primary (Grades 4-6),77.84882893217761
GUY,richest,numeracy,FALSE,6,High income,HIC,UNICEF_LAC,Latin America and Caribbean,28,28,69.3661165129246,28,Upper Primary (Grades 4-6),79.49475860051103
GUY,richest,numeracy,FALSE,7,High income,HIC,UNICEF_LAC,Latin America and Caribbean,21,21,95.7934743447942,21,Lower Secondary (Grades 7-9),81.28725532380949
GUY,richest,numeracy,FALSE,8,High income,HIC,UNICEF_LAC,Latin America and Caribbean,23,23,66.7419751369561,23,Lower Secondary (Grades 7-9),83.91704526172444
GUY,richest,numeracy,FALSE,9,High income,HIC,UNICEF_LAC,Latin America and Caribbean,19,19,93.8281652690556,19,Lower Secondary (Grades 7-9),86.9812238843622
GUY,richest,reading,FALSE,1,High income,HIC,UNICEF_LAC,Latin America and Caribbean,1,1,0,1,Primary (Grades 1-3),3.2856435863568407
GUY,richest,reading,FALSE,2,High income,HIC,UNICEF_LAC,Latin America and Caribbean,29,29,34.5930855716361,29,Primary (Grades 1-3),34.870484172387386
GUY,richest,reading,FALSE,3,High income,HIC,UNICEF_LAC,Latin America and Caribbean,34,34,67.7609378867954,34,Primary (Grades 1-3),56.58256534468053
GUY,richest,reading,FALSE,4,High income,HIC,UNICEF_LAC,Latin America and Caribbean,29,29,72.873480123922,29,Upper Primary (Grades 4-6),69.20260852213103
GUY,richest,reading,FALSE,5,High income,HIC,UNICEF_LAC,Latin America and Caribbean,30,30,72.7659428547833,30,Upper Primary (Grades 4-6),70.05962410136269
GUY,richest,reading,FALSE,6,High income,HIC,UNICEF_LAC,Latin America and Caribbean,28,28,60.2846385898959,28,Upper Primary (Grades 4-6),72.13848955443233
GUY,richest,reading,FALSE,7,High income,HIC,UNICEF_LAC,Latin America and Caribbean,21,21,76.85493075419521,21,Lower Secondary (Grades 7-9),77.9283840721508
GUY,richest,reading,FALSE,8,High income,HIC,UNICEF_LAC,Latin America and Caribbean,23,23,92.1791235768355,23,Lower Secondary (Grades 7-9),86.47766417033327
GUY,richest,reading,FALSE,9,High income,HIC,UNICEF_LAC,Latin America and Caribbean,19,19,96.2243946245401,19,Lower Secondary (Grades 7-9),98.24339524029939
GUY,rural,numeracy,FALSE,1,High income,HIC,UNICEF_LAC,Latin America and Caribbean,18,18,23.1614507843735,18,Primary (Grades 1-3),22.3710142197002
GUY,rural,numeracy,FALSE,2,High income,HIC,UNICEF_LAC,Latin America and Caribbean,119,119,34.2816077898011,119,Primary (Grades 1-3),38.842049322180664
GUY,rural,numeracy,FALSE,3,High income,HIC,UNICEF_LAC,Latin America and Caribbean,174,174,57.8668205650297,174,Primary (Grades 1-3),51.24945730276421
GUY,rural,numeracy,FALSE,4,High income,HIC,UNICEF_LAC,Latin America and Caribbean,137,137,60.6461914775408,137,Upper Primary (Grades 4-6),59.97514117649541
GUY,rural,numeracy,FALSE,5,High income,HIC,UNICEF_LAC,Latin America and Caribbean,161,161,61.383919205689,161,Upper Primary (Grades 4-6),64.14665957060839
GUY,rural,numeracy,FALSE,6,High income,HIC,UNICEF_LAC,Latin America and Caribbean,176,176,65.1905538692982,176,Upper Primary (Grades 4-6),65.5031380909301
GUY,rural,numeracy,FALSE,7,High income,HIC,UNICEF_LAC,Latin America and Caribbean,141,141,69.1701521298257,141,Lower Secondary (Grades 7-9),66.5319281049916
GUY,rural,numeracy,FALSE,8,High income,HIC,UNICEF_LAC,Latin America and Caribbean,119,119,61.567114272199795,119,Lower Secondary (Grades 7-9),67.09374415136085
GUY,rural,numeracy,FALSE,9,High income,HIC,UNICEF_LAC,Latin America and Caribbean,76,76,69.5962901997376,76,Lower Secondary (Grades 7-9),67.06682263133494
GUY,rural,reading,FALSE,1,High income,HIC,UNICEF_LAC,Latin America and Caribbean,18,18,39.5564327015503,18,Primary (Grades 1-3),35.15426419009058
GUY,rural,reading,FALSE,2,High income,HIC,UNICEF_LAC,Latin America and Caribbean,119,119,32.3824755369982,119,Primary (Grades 1-3),44.662302055048144
GUY,rural,reading,FALSE,3,High income,HIC,UNICEF_LAC,Latin America and Caribbean,174,174,58.442681061131495,174,Primary (Grades 1-3),51.77962527498973
GUY,rural,reading,FALSE,4,High income,HIC,UNICEF_LAC,Latin America and Caribbean,137,137,68.2479723678022,137,Upper Primary (Grades 4-6),57.23108469165898
GUY,rural,reading,FALSE,5,High income,HIC,UNICEF_LAC,Latin America and Caribbean,161,161,52.2291499626916,161,Upper Primary (Grades 4-6),59.94507847759997
GUY,rural,reading,FALSE,6,High income,HIC,UNICEF_LAC,Latin America and Caribbean,176,176,57.5773927367003,176,Upper Primary (Grades 4-6),61.620504803582236
GUY,rural,reading,FALSE,7,High income,HIC,UNICEF_LAC,Latin America and Caribbean,141,141,69.7980264795572,141,Lower Secondary (Grades 7-9),67.31404979956135
GUY,rural,reading,FALSE,8,High income,HIC,UNICEF_LAC,Latin America and Caribbean,119,119,74.237669073124,119,Lower Secondary (Grades 7-9),76.53000658602208
GUY,rural,reading,FALSE,9,High income,HIC,UNICEF_LAC,Latin America and Caribbean,76,76,90.389528311742,76,Lower Secondary (Grades 7-9),89.31125537020664
GUY,second,numeracy,FALSE,1,High income,HIC,UNICEF_LAC,Latin America and Caribbean,5,5,0,5,Primary (Grades 1-3),13.384450733946874
GUY,second,numeracy,FALSE,2,High income,HIC,UNICEF_LAC,Latin America and Caribbean,28,28,60.427661509224095,28,Primary (Grades 1-3),42.26477753153576
GUY,second,numeracy,FALSE,3,High income,HIC,UNICEF_LAC,Latin America and Caribbean,41,41,71.552105349084,41,Primary (Grades 1-3),60.23730021302438
GUY,second,numeracy,FALSE,4,High income,HIC,UNICEF_LAC,Latin America and Caribbean,34,34,65.2709915353482,34,Upper Primary (Grades 4-6),67.88752854623965
GUY,second,numeracy,FALSE,5,High income,HIC,UNICEF_LAC,Latin America and Caribbean,43,43,54.806909653202695,43,Upper Primary (Grades 4-6),62.356989930210005
GUY,second,numeracy,FALSE,6,High income,HIC,UNICEF_LAC,Latin America and Caribbean,43,43,63.7946458301319,43,Upper Primary (Grades 4-6),59.757189185491654
GUY,second,numeracy,FALSE,7,High income,HIC,UNICEF_LAC,Latin America and Caribbean,40,40,65.43657502751479,40,Lower Secondary (Grades 7-9),59.15696535553169
GUY,second,numeracy,FALSE,8,High income,HIC,UNICEF_LAC,Latin America and Caribbean,31,31,47.745764778285,31,Lower Secondary (Grades 7-9),60.79497492947137
GUY,second,numeracy,FALSE,9,High income,HIC,UNICEF_LAC,Latin America and Caribbean,20,20,69.7922168933407,20,Lower Secondary (Grades 7-9),64.22573528137848
GUY,second,reading,FALSE,1,High income,HIC,UNICEF_LAC,Latin America and Caribbean,5,5,15.790987269998599,5,Primary (Grades 1-3),23.977399240960718
GUY,second,reading,FALSE,2,High income,HIC,UNICEF_LAC,Latin America and Caribbean,28,28,51.8330922020782,28,Primary (Grades 1-3),43.02962271349483
GUY,second,reading,FALSE,3,High income,HIC,UNICEF_LAC,Latin America and Caribbean,41,41,63.798550249419804,41,Primary (Grades 1-3),54.16644359045694
GUY,second,reading,FALSE,4,High income,HIC,UNICEF_LAC,Latin America and Caribbean,34,34,63.236167106162,34,Upper Primary (Grades 4-6),58.14712587615547
