iso3,is_africa,year,grade_band,category,income_level,income_level_code,Region_Code,Region,subject,proficiency_rate,n
KGZ,FALSE,2023,Primary (1-3),Second,Lower middle income,LMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,25.515944800016797,152
KGZ,FALSE,2023,Upper Primary (4-6),Second,Lower middle income,LMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,73.7991480886653,156
KGZ,FALSE,2023,Upper Primary (4-6),Second,Lower middle income,LMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,59.4166136979882,156
KGZ,FALSE,2023,Lower Secondary (7-9),Second,Lower middle income,LMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,84.57270663326621,111
KGZ,FALSE,2023,Lower Secondary (7-9),Second,Lower middle income,LMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,69.9299326755388,111
KGZ,FALSE,2023,not in school current year,Middle,Lower middle income,LMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,78.01865504188879,4
KGZ,FALSE,2023,not in school current year,Middle,Lower middle income,LMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,93.4611294501061,4
KGZ,FALSE,2023,Primary (1-3),Middle,Lower middle income,LMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,40.062899166821396,157
KGZ,FALSE,2023,Primary (1-3),Middle,Lower middle income,LMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,27.1965200143438,157
KGZ,FALSE,2023,Upper Primary (4-6),Middle,Lower middle income,LMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,77.3361554771817,166
KGZ,FALSE,2023,Upper Primary (4-6),Middle,Lower middle income,LMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,64.8076867382358,166
KGZ,FALSE,2023,Lower Secondary (7-9),Middle,Lower middle income,LMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,85.61497626964109,134
KGZ,FALSE,2023,Lower Secondary (7-9),Middle,Lower middle income,LMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,71.7610038470463,134
KGZ,FALSE,2023,Other,Middle,Lower middle income,LMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,100,1
KGZ,FALSE,2023,Other,Middle,Lower middle income,LMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,100,1
KGZ,FALSE,2023,not in school current year,Fourth,Lower middle income,LMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,88.0001142476989,5
KGZ,FALSE,2023,not in school current year,Fourth,Lower middle income,LMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,81.7198747103523,5
KGZ,FALSE,2023,Primary (1-3),Fourth,Lower middle income,LMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,48.5830069035529,201
KGZ,FALSE,2023,Primary (1-3),Fourth,Lower middle income,LMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,32.4533193517979,201
KGZ,FALSE,2023,Upper Primary (4-6),Fourth,Lower middle income,LMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,82.3612779835791,209
KGZ,FALSE,2023,Upper Primary (4-6),Fourth,Lower middle income,LMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,67.6081821301313,209
KGZ,FALSE,2023,Lower Secondary (7-9),Fourth,Lower middle income,LMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,90.8649725931334,157
KGZ,FALSE,2023,Lower Secondary (7-9),Fourth,Lower middle income,LMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,80.6437274782742,157
KGZ,FALSE,2023,not in school current year,Richest,Lower middle income,LMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,0,1
KGZ,FALSE,2023,not in school current year,Richest,Lower middle income,LMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,100,1
KGZ,FALSE,2023,Primary (1-3),Richest,Lower middle income,LMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,61.390022162178404,162
KGZ,FALSE,2023,Primary (1-3),Richest,Lower middle income,LMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,37.6527899995439,162
KGZ,FALSE,2023,Upper Primary (4-6),Richest,Lower middle income,LMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,86.77059031814291,178
KGZ,FALSE,2023,Upper Primary (4-6),Richest,Lower middle income,LMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,75.5040773280068,178
KGZ,FALSE,2023,Lower Secondary (7-9),Richest,Lower middle income,LMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,89.9317577480441,123
KGZ,FALSE,2023,Lower Secondary (7-9),Richest,Lower middle income,LMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,90.5054967718024,123
KGZ,FALSE,2023,not in school current year,Rural,Lower middle income,LMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,77.6769448762517,15
KGZ,FALSE,2023,not in school current year,Rural,Lower middle income,LMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,78.1814644606832,15
KGZ,FALSE,2023,Primary (1-3),Rural,Lower middle income,LMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,39.4891626044782,515
KGZ,FALSE,2023,Primary (1-3),Rural,Lower middle income,LMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,25.836779462296498,515
KGZ,FALSE,2023,Upper Primary (4-6),Rural,Lower middle income,LMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,74.7875118571652,554
KGZ,FALSE,2023,Upper Primary (4-6),Rural,Lower middle income,LMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,64.72454269050671,554
KGZ,FALSE,2023,Lower Secondary (7-9),Rural,Lower middle income,LMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,85.6119977490302,408
KGZ,FALSE,2023,Lower Secondary (7-9),Rural,Lower middle income,LMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,75.8918677624346,408
KGZ,FALSE,2023,not in school current year,Urban,Lower middle income,LMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,83.86151234487001,6
KGZ,FALSE,2023,not in school current year,Urban,Lower middle income,LMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,100,6
KGZ,FALSE,2023,Primary (1-3),Urban,Lower middle income,LMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,56.8721277081991,296
KGZ,FALSE,2023,Primary (1-3),Urban,Lower middle income,LMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,39.9904851235931,296
KGZ,FALSE,2023,Upper Primary (4-6),Urban,Lower middle income,LMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,85.8572614312743,284
KGZ,FALSE,2023,Upper Primary (4-6),Urban,Lower middle income,LMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,72.6045258182348,284
KGZ,FALSE,2023,Lower Secondary (7-9),Urban,Lower middle income,LMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,89.1224319776176,195
KGZ,FALSE,2023,Lower Secondary (7-9),Urban,Lower middle income,LMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,82.7475280020244,195
KGZ,FALSE,2023,Other,Urban,Lower middle income,LMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,100,1
KGZ,FALSE,2023,Other,Urban,Lower middle income,LMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,100,1
KGZ,FALSE,2023,not in school current year,Male,Lower middle income,LMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,74.7768771078541,12
KGZ,FALSE,2023,not in school current year,Male,Lower middle income,LMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,86.0175907047662,12
KGZ,FALSE,2023,Primary (1-3),Male,Lower middle income,LMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,45.9923090518867,410
KGZ,FALSE,2023,Primary (1-3),Male,Lower middle income,LMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,32.7582446541259,410
KGZ,FALSE,2023,Upper Primary (4-6),Male,Lower middle income,LMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,74.2116016171149,418
KGZ,FALSE,2023,Upper Primary (4-6),Male,Lower middle income,LMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,67.7573414897842,418
KGZ,FALSE,2023,Lower Secondary (7-9),Male,Lower middle income,LMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,83.7580823848737,317
KGZ,FALSE,2023,Lower Secondary (7-9),Male,Lower middle income,LMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,72.6766598792341,317
KGZ,FALSE,2023,Other,Male,Lower middle income,LMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,100,1
KGZ,FALSE,2023,Other,Male,Lower middle income,LMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,100,1
KGZ,FALSE,2023,not in school current year,Female,Lower middle income,LMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,85.2431626062344,9
KGZ,FALSE,2023,not in school current year,Female,Lower middle income,LMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,83.5287119580443,9
KGZ,FALSE,2023,Primary (1-3),Female,Lower middle income,LMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,44.3979478603875,401
KGZ,FALSE,2023,Primary (1-3),Female,Lower middle income,LMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,28.237122065181403,401
KGZ,FALSE,2023,Upper Primary (4-6),Female,Lower middle income,LMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,81.2604225800912,420
KGZ,FALSE,2023,Upper Primary (4-6),Female,Lower middle income,LMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,66.2082811714731,420
KGZ,FALSE,2023,Lower Secondary (7-9),Female,Lower middle income,LMC,UNICEF_EECA,Eastern Europe and Central Asia,reading,89.80978883216049,286
KGZ,FALSE,2023,Lower Secondary (7-9),Female,Lower middle income,LMC,UNICEF_EECA,Eastern Europe and Central Asia,numeracy,83.6267957205014,286
KIR,FALSE,2018,not in school current year,All,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,reading,18.5986879658521,62
KIR,FALSE,2018,not in school current year,All,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,numeracy,14.3628500015297,62
KIR,FALSE,2018,Primary (1-3),All,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,reading,23.0722707047997,526
KIR,FALSE,2018,Primary (1-3),All,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,numeracy,8.79960109438082,526
KIR,FALSE,2018,Upper Primary (4-6),All,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,reading,39.9198207901109,537
KIR,FALSE,2018,Upper Primary (4-6),All,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,numeracy,23.3892219652213,537
KIR,FALSE,2018,Lower Secondary (7-9),All,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,reading,51.1160284997145,303
KIR,FALSE,2018,Lower Secondary (7-9),All,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,numeracy,41.0010319665355,303
KIR,FALSE,2018,Other,All,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,reading,0,2
KIR,FALSE,2018,Other,All,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,numeracy,0,2
KIR,FALSE,2018,not in school current year,Poorest,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,reading,0,21
KIR,FALSE,2018,not in school current year,Poorest,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,numeracy,19.216549206797502,21
KIR,FALSE,2018,Primary (1-3),Poorest,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,reading,13.7277252171321,152
KIR,FALSE,2018,Primary (1-3),Poorest,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,numeracy,8.4475745309721,152
KIR,FALSE,2018,Upper Primary (4-6),Poorest,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,reading,46.2794932934641,149
KIR,FALSE,2018,Upper Primary (4-6),Poorest,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,numeracy,21.2632012949679,149
KIR,FALSE,2018,Lower Secondary (7-9),Poorest,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,reading,49.8523621963093,89
KIR,FALSE,2018,Lower Secondary (7-9),Poorest,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,numeracy,43.739043938053,89
KIR,FALSE,2018,Other,Poorest,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,reading,0,1
KIR,FALSE,2018,Other,Poorest,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,numeracy,0,1
KIR,FALSE,2018,not in school current year,Second,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,reading,38.7890698906902,14
KIR,FALSE,2018,not in school current year,Second,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,numeracy,8.50866886123321,14
KIR,FALSE,2018,Primary (1-3),Second,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,reading,25.361596549661904,149
KIR,FALSE,2018,Primary (1-3),Second,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,numeracy,13.3421223420117,149
KIR,FALSE,2018,Upper Primary (4-6),Second,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,reading,38.1255605997062,147
KIR,FALSE,2018,Upper Primary (4-6),Second,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,numeracy,25.8401471810218,147
KIR,FALSE,2018,Lower Secondary (7-9),Second,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,reading,38.1247259584843,81
KIR,FALSE,2018,Lower Secondary (7-9),Second,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,numeracy,37.7360062929477,81
KIR,FALSE,2018,Other,Second,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,reading,0,1
KIR,FALSE,2018,Other,Second,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,numeracy,0,1
KIR,FALSE,2018,not in school current year,Middle,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,reading,16.2116917205299,17
KIR,FALSE,2018,not in school current year,Middle,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,numeracy,9.72701503231791,17
KIR,FALSE,2018,Primary (1-3),Middle,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,reading,15.457664419151602,86
KIR,FALSE,2018,Primary (1-3),Middle,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,numeracy,2.91390188581658,86
KIR,FALSE,2018,Upper Primary (4-6),Middle,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,reading,28.7371247307947,101
KIR,FALSE,2018,Upper Primary (4-6),Middle,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,numeracy,20.3873768472163,101
KIR,FALSE,2018,Lower Secondary (7-9),Middle,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,reading,45.749828430973,54
KIR,FALSE,2018,Lower Secondary (7-9),Middle,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,numeracy,26.8150151357826,54
KIR,FALSE,2018,not in school current year,Fourth,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,reading,26.3266822146618,5
KIR,FALSE,2018,not in school current year,Fourth,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,numeracy,0,5
KIR,FALSE,2018,Primary (1-3),Fourth,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,reading,25.2864969435201,76
KIR,FALSE,2018,Primary (1-3),Fourth,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,numeracy,4.60085593207157,76
KIR,FALSE,2018,Upper Primary (4-6),Fourth,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,reading,26.4819877254846,71
KIR,FALSE,2018,Upper Primary (4-6),Fourth,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,numeracy,21.081684573534602,71
KIR,FALSE,2018,Lower Secondary (7-9),Fourth,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,reading,52.9640818337475,33
KIR,FALSE,2018,Lower Secondary (7-9),Fourth,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,numeracy,36.479149831133,33
KIR,FALSE,2018,not in school current year,Richest,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,reading,40,5
KIR,FALSE,2018,not in school current year,Richest,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,numeracy,40,5
KIR,FALSE,2018,Primary (1-3),Richest,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,reading,36.9294715090706,63
KIR,FALSE,2018,Primary (1-3),Richest,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,numeracy,14.102177023429999,63
KIR,FALSE,2018,Upper Primary (4-6),Richest,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,reading,58.8030331686915,69
KIR,FALSE,2018,Upper Primary (4-6),Richest,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,numeracy,28.384337357672003,69
KIR,FALSE,2018,Lower Secondary (7-9),Richest,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,reading,69.281044305092,46
KIR,FALSE,2018,Lower Secondary (7-9),Richest,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,numeracy,57.967595877467204,46
KIR,FALSE,2018,not in school current year,Rural,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,reading,11.3356346668947,36
KIR,FALSE,2018,not in school current year,Rural,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,numeracy,15.3854956277701,36
KIR,FALSE,2018,Primary (1-3),Rural,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,reading,20.2029192659952,343
KIR,FALSE,2018,Primary (1-3),Rural,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,numeracy,11.2635753396115,343
KIR,FALSE,2018,Upper Primary (4-6),Rural,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,reading,43.8998451079807,355
KIR,FALSE,2018,Upper Primary (4-6),Rural,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,numeracy,26.5350330459931,355
KIR,FALSE,2018,Lower Secondary (7-9),Rural,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,reading,46.4759657171607,217
KIR,FALSE,2018,Lower Secondary (7-9),Rural,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,numeracy,42.5681871256957,217
KIR,FALSE,2018,Other,Rural,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,reading,0,2
KIR,FALSE,2018,Other,Rural,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,numeracy,0,2
KIR,FALSE,2018,not in school current year,Urban,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,reading,25,26
KIR,FALSE,2018,not in school current year,Urban,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,numeracy,13.461538461538499,26
KIR,FALSE,2018,Primary (1-3),Urban,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,reading,25.8620689655172,183
KIR,FALSE,2018,Primary (1-3),Urban,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,numeracy,6.403940886699511,183
KIR,FALSE,2018,Upper Primary (4-6),Urban,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,reading,36.1702127659574,182
KIR,FALSE,2018,Upper Primary (4-6),Urban,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,numeracy,20.4255319148936,182
KIR,FALSE,2018,Lower Secondary (7-9),Urban,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,reading,57.2115384615385,86
KIR,FALSE,2018,Lower Secondary (7-9),Urban,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,numeracy,38.9423076923077,86
KIR,FALSE,2018,not in school current year,Male,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,reading,16.576735764765,44
KIR,FALSE,2018,not in school current year,Male,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,numeracy,8.84394437096597,44
KIR,FALSE,2018,Primary (1-3),Male,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,reading,18.6753180608356,283
KIR,FALSE,2018,Primary (1-3),Male,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,numeracy,8.667448645047621,283
KIR,FALSE,2018,Upper Primary (4-6),Male,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,reading,38.4020024040885,260
KIR,FALSE,2018,Upper Primary (4-6),Male,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,numeracy,22.701334315184802,260
KIR,FALSE,2018,Lower Secondary (7-9),Male,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,reading,41.8866682282695,149
KIR,FALSE,2018,Lower Secondary (7-9),Male,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,numeracy,33.9681249386087,149
KIR,FALSE,2018,Other,Male,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,reading,0,1
KIR,FALSE,2018,Other,Male,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,numeracy,0,1
KIR,FALSE,2018,not in school current year,Female,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,reading,22.2770719676145,18
KIR,FALSE,2018,not in school current year,Female,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,numeracy,24.4029756621597,18
KIR,FALSE,2018,Primary (1-3),Female,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,reading,28.3422482182612,243
KIR,FALSE,2018,Primary (1-3),Female,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,numeracy,8.95799271074058,243
KIR,FALSE,2018,Upper Primary (4-6),Female,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,reading,41.254457562012696,277
KIR,FALSE,2018,Upper Primary (4-6),Female,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,numeracy,23.9940902163444,277
KIR,FALSE,2018,Lower Secondary (7-9),Female,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,reading,59.8690828108332,154
KIR,FALSE,2018,Lower Secondary (7-9),Female,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,numeracy,47.6709869114034,154
KIR,FALSE,2018,Other,Female,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,reading,0,1
KIR,FALSE,2018,Other,Female,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,numeracy,0,1
LAO,FALSE,2023,not in school current year,All,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,reading,51.7428373902631,4304
LAO,FALSE,2023,not in school current year,All,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,numeracy,55.491199485100296,4304
LAO,FALSE,2023,Primary (1-3),All,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,reading,14.0244952048705,2179
LAO,FALSE,2023,Primary (1-3),All,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,numeracy,16.94614291536,2179
LAO,FALSE,2023,Upper Primary (4-6),All,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,reading,32.4933163514659,846
LAO,FALSE,2023,Upper Primary (4-6),All,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,numeracy,36.7014114165499,846
LAO,FALSE,2023,not in school current year,Poorest,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,reading,26.159665773492,854
LAO,FALSE,2023,not in school current year,Poorest,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,numeracy,29.1058585871655,854
LAO,FALSE,2023,Primary (1-3),Poorest,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,reading,2.94643214779994,557
LAO,FALSE,2023,Primary (1-3),Poorest,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,numeracy,2.66515267755788,557
LAO,FALSE,2023,Upper Primary (4-6),Poorest,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,reading,19.1872252438362,196
LAO,FALSE,2023,Upper Primary (4-6),Poorest,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,numeracy,17.2212454448668,196
LAO,FALSE,2023,not in school current year,Second,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,reading,44.652895814619896,964
LAO,FALSE,2023,not in school current year,Second,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,numeracy,47.2494390553112,964
LAO,FALSE,2023,Primary (1-3),Second,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,reading,10.026529769217001,496
LAO,FALSE,2023,Primary (1-3),Second,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,numeracy,11.752583053367,496
LAO,FALSE,2023,Upper Primary (4-6),Second,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,reading,19.9188395775357,183
LAO,FALSE,2023,Upper Primary (4-6),Second,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,numeracy,20.3280178668036,183
LAO,FALSE,2023,not in school current year,Middle,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,reading,55.2811763925096,920
LAO,FALSE,2023,not in school current year,Middle,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,numeracy,57.4723715891133,920
LAO,FALSE,2023,Primary (1-3),Middle,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,reading,14.830523460831499,402
LAO,FALSE,2023,Primary (1-3),Middle,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,numeracy,17.6568440388191,402
LAO,FALSE,2023,Upper Primary (4-6),Middle,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,reading,29.268028224437398,166
LAO,FALSE,2023,Upper Primary (4-6),Middle,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,numeracy,45.872562072624,166
LAO,FALSE,2023,not in school current year,Fourth,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,reading,62.7249423051372,852
LAO,FALSE,2023,not in school current year,Fourth,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,numeracy,68.9099987665693,852
LAO,FALSE,2023,Primary (1-3),Fourth,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,reading,19.4434460121808,381
LAO,FALSE,2023,Primary (1-3),Fourth,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,numeracy,26.318259183415798,381
LAO,FALSE,2023,Upper Primary (4-6),Fourth,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,reading,42.5465480602363,159
LAO,FALSE,2023,Upper Primary (4-6),Fourth,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,numeracy,49.9011521791591,159
LAO,FALSE,2023,not in school current year,Richest,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,reading,74.3933683497427,714
LAO,FALSE,2023,not in school current year,Richest,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,numeracy,79.6424454124093,714
LAO,FALSE,2023,Primary (1-3),Richest,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,reading,28.657676661096797,343
LAO,FALSE,2023,Primary (1-3),Richest,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,numeracy,33.8245830726872,343
LAO,FALSE,2023,Upper Primary (4-6),Richest,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,reading,59.0262712116532,142
LAO,FALSE,2023,Upper Primary (4-6),Richest,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,numeracy,58.4495117490106,142
LAO,FALSE,2023,not in school current year,Urban,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,reading,65.67293763555149,1396
LAO,FALSE,2023,not in school current year,Urban,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,numeracy,70.5812197714468,1396
LAO,FALSE,2023,Primary (1-3),Urban,Lower middle income,LMC,UNICEF_EAP,East Asia and Pacific,reading,22.8952581228798,634
